"simulation","pos","team","coach","cumul_win","points","pcnt"
8747,6,"The Big Short","Luke",9,36,102.05
8747,7,"Surviving J.Kelly","Mark",7,28,95.43
8747,8,"The West Wingard","Simon",7,28,93.53
8748,1,"La MacRaena","Anthony",14,56,105.55
8748,2,"MakingTheirMarcus","James",13,52,102.81
8748,3,"Ariana Grundy","Lester",12,48,101.12
8748,4,"At Witts End","Paul",12,48,101.07
8748,5,"Pink Lloyd","Jordan",10,40,98.77
8748,6,"The Big Short","Luke",8,32,101.88
8748,7,"The West Wingard","Simon",8,32,94.13
8748,8,"Surviving J.Kelly","Mark",7,28,95.07
8749,1,"La MacRaena","Anthony",15,60,105.69
8749,2,"MakingTheirMarcus","James",12,48,102.68
8749,3,"At Witts End","Paul",12,48,101.35
8749,4,"Ariana Grundy","Lester",11,44,100.68
8749,5,"Pink Lloyd","Jordan",10,40,98.17
8749,6,"The Big Short","Luke",9,36,103.41
8749,7,"The West Wingard","Simon",8,32,93.31
8749,8,"Surviving J.Kelly","Mark",7,28,95.18
8750,1,"La MacRaena","Anthony",15,60,105.71
8750,2,"At Witts End","Paul",15,60,103.16
8750,3,"MakingTheirMarcus","James",10,40,100.58
8750,4,"Ariana Grundy","Lester",10,40,99.43
8750,5,"The Big Short","Luke",9,36,102
8750,6,"Pink Lloyd","Jordan",9,36,98.99
8750,7,"Surviving J.Kelly","Mark",8,32,95.74
8750,8,"The West Wingard","Simon",8,32,94.72
8751,1,"La MacRaena","Anthony",14,56,105.53
8751,2,"At Witts End","Paul",14,56,102.66
8751,3,"MakingTheirMarcus","James",12,48,102.45
8751,4,"Ariana Grundy","Lester",10,40,99.38
8751,5,"Pink Lloyd","Jordan",10,40,98.57
8751,6,"The Big Short","Luke",8,32,101.73
8751,7,"Surviving J.Kelly","Mark",8,32,95.77
8751,8,"The West Wingard","Simon",8,32,94.24
8752,1,"La MacRaena","Anthony",16,64,106.47
8752,2,"At Witts End","Paul",12,48,101.75
8752,3,"MakingTheirMarcus","James",11,44,101.69
8752,4,"Pink Lloyd","Jordan",10,40,99.06
8752,5,"Ariana Grundy","Lester",10,40,99
8752,6,"The Big Short","Luke",9,36,103.26
8752,7,"Surviving J.Kelly","Mark",8,32,95.99
8752,8,"The West Wingard","Simon",8,32,93.25
8753,1,"La MacRaena","Anthony",16,64,106.22
8753,2,"At Witts End","Paul",15,60,104.11
8753,3,"MakingTheirMarcus","James",10,40,100.73
8753,4,"Pink Lloyd","Jordan",10,40,99.67
8753,5,"The Big Short","Luke",9,36,103.24
8753,6,"Ariana Grundy","Lester",9,36,98.54
8753,7,"Surviving J.Kelly","Mark",8,32,95.47
8753,8,"The West Wingard","Simon",7,28,92.56
8754,1,"La MacRaena","Anthony",15,60,105.63
8754,2,"At Witts End","Paul",14,56,102.73
8754,3,"MakingTheirMarcus","James",12,48,102.11
8754,4,"Ariana Grundy","Lester",10,40,99.49
8754,5,"Pink Lloyd","Jordan",10,40,98.98
8754,6,"The Big Short","Luke",9,36,102.91
8754,7,"Surviving J.Kelly","Mark",7,28,95.37
8754,8,"The West Wingard","Simon",7,28,93.19
8755,1,"La MacRaena","Anthony",15,62,106.3
8755,2,"MakingTheirMarcus","James",12,48,103.3
8755,3,"At Witts End","Paul",12,48,101.13
8755,4,"Ariana Grundy","Lester",10,40,99.27
8755,5,"Pink Lloyd","Jordan",9,36,98.35
8755,6,"Surviving J.Kelly","Mark",9,36,96.42
8755,7,"The Big Short","Luke",8,34,102.38
8755,8,"The West Wingard","Simon",8,32,93.33
8756,1,"La MacRaena","Anthony",16,64,106.28
8756,2,"At Witts End","Paul",13,52,101.87
8756,3,"MakingTheirMarcus","James",11,44,102.15
8756,4,"Ariana Grundy","Lester",11,44,100.32
8756,5,"The Big Short","Luke",9,36,102.94
8756,6,"Pink Lloyd","Jordan",9,36,98.41
8756,7,"The West Wingard","Simon",8,32,93.42
8756,8,"Surviving J.Kelly","Mark",7,28,95.05
8757,1,"La MacRaena","Anthony",15,60,106.25
8757,2,"MakingTheirMarcus","James",12,48,102.26
8757,3,"At Witts End","Paul",12,48,101.64
8757,4,"Ariana Grundy","Lester",11,44,100.04
8757,5,"Pink Lloyd","Jordan",11,44,99.09
8757,6,"The Big Short","Luke",9,36,102.56
8757,7,"The West Wingard","Simon",8,32,93.91
8757,8,"Surviving J.Kelly","Mark",6,24,94.71
8758,1,"La MacRaena","Anthony",16,64,106.45
8758,2,"At Witts End","Paul",14,56,102.52
8758,3,"Ariana Grundy","Lester",12,48,100.82
8758,4,"MakingTheirMarcus","James",10,40,101.67
8758,5,"The Big Short","Luke",9,36,102.46
8758,6,"Pink Lloyd","Jordan",9,36,98.16
8758,7,"The West Wingard","Simon",8,32,93.71
8758,8,"Surviving J.Kelly","Mark",6,24,94.66
8759,1,"La MacRaena","Anthony",13,52,104.61
8759,2,"MakingTheirMarcus","James",13,52,102.71
8759,3,"At Witts End","Paul",12,48,101.54
8759,4,"The Big Short","Luke",10,40,104.05
8759,5,"Ariana Grundy","Lester",10,40,99.23
8759,6,"Pink Lloyd","Jordan",10,40,98.77
8759,7,"Surviving J.Kelly","Mark",9,36,96.73
8759,8,"The West Wingard","Simon",7,28,92.76
8760,1,"La MacRaena","Anthony",14,56,105.22
8760,2,"At Witts End","Paul",13,52,102.1
8760,3,"MakingTheirMarcus","James",12,48,102.31
8760,4,"Pink Lloyd","Jordan",10,40,98.71
8760,5,"The Big Short","Luke",9,36,102.63
8760,6,"Ariana Grundy","Lester",9,36,99.33
8760,7,"Surviving J.Kelly","Mark",9,36,96.37
8760,8,"The West Wingard","Simon",8,32,93.65
8761,1,"La MacRaena","Anthony",14,56,105.71
8761,2,"At Witts End","Paul",13,52,101.92
8761,3,"Ariana Grundy","Lester",12,48,100.93
8761,4,"MakingTheirMarcus","James",11,44,101.68
8761,5,"The Big Short","Luke",9,36,102.68
8761,6,"Pink Lloyd","Jordan",9,36,98.41
8761,7,"Surviving J.Kelly","Mark",8,32,95.64
8761,8,"The West Wingard","Simon",8,32,93.35
8762,1,"La MacRaena","Anthony",14,56,105.12
8762,2,"At Witts End","Paul",13,52,101.24
8762,3,"The Big Short","Luke",11,44,104.46
8762,4,"MakingTheirMarcus","James",11,44,101.8
8762,5,"Pink Lloyd","Jordan",11,44,100.41
8762,6,"Ariana Grundy","Lester",10,40,99.35
8762,7,"Surviving J.Kelly","Mark",7,28,95.11
8762,8,"The West Wingard","Simon",7,28,93.1
8763,1,"La MacRaena","Anthony",15,60,105.67
8763,2,"At Witts End","Paul",13,52,102.47
8763,3,"Ariana Grundy","Lester",11,44,99.3
8763,4,"The Big Short","Luke",10,40,103.38
8763,5,"MakingTheirMarcus","James",10,40,101.03
8763,6,"Surviving J.Kelly","Mark",9,36,96.16
8763,7,"Pink Lloyd","Jordan",8,32,98.3
8763,8,"The West Wingard","Simon",8,32,93.98
8764,1,"La MacRaena","Anthony",14,56,105.43
8764,2,"At Witts End","Paul",14,56,101.98
8764,3,"MakingTheirMarcus","James",12,48,102.48
8764,4,"Ariana Grundy","Lester",11,44,100.19
8764,5,"The Big Short","Luke",9,36,102.61
8764,6,"Pink Lloyd","Jordan",8,32,97.43
8764,7,"Surviving J.Kelly","Mark",8,32,96.23
8764,8,"The West Wingard","Simon",8,32,94.03
8765,1,"La MacRaena","Anthony",15,60,105.81
8765,2,"At Witts End","Paul",12,48,101.41
8765,3,"MakingTheirMarcus","James",11,44,102.12
8765,4,"Pink Lloyd","Jordan",11,44,99.5
8765,5,"The Big Short","Luke",10,40,102.89
8765,6,"Ariana Grundy","Lester",10,40,99.64
8765,7,"The West Wingard","Simon",8,32,93.77
8765,8,"Surviving J.Kelly","Mark",7,28,95.24
8766,1,"La MacRaena","Anthony",15,60,106.16
8766,2,"At Witts End","Paul",13,52,101.35
8766,3,"MakingTheirMarcus","James",11,44,102.14
8766,4,"Ariana Grundy","Lester",11,44,99.96
8766,5,"The Big Short","Luke",10,40,103.34
8766,6,"Surviving J.Kelly","Mark",9,36,96.81
8766,7,"Pink Lloyd","Jordan",8,32,97.5
8766,8,"The West Wingard","Simon",7,28,93.1
8767,1,"La MacRaena","Anthony",16,64,105.97
8767,2,"At Witts End","Paul",15,60,103.37
8767,3,"MakingTheirMarcus","James",11,44,101.99
8767,4,"The Big Short","Luke",9,36,102.67
8767,5,"Ariana Grundy","Lester",9,36,99.17
8767,6,"Pink Lloyd","Jordan",9,36,98.83
8767,7,"Surviving J.Kelly","Mark",8,32,95.55
8767,8,"The West Wingard","Simon",7,28,92.92
8768,1,"La MacRaena","Anthony",13,52,104.47
8768,2,"MakingTheirMarcus","James",13,52,103.19
8768,3,"At Witts End","Paul",13,52,102.7
8768,4,"Ariana Grundy","Lester",11,44,99.77
8768,5,"The Big Short","Luke",10,40,102.98
8768,6,"Pink Lloyd","Jordan",9,36,98.58
8768,7,"Surviving J.Kelly","Mark",8,32,95.57
8768,8,"The West Wingard","Simon",7,28,93.13
8769,1,"La MacRaena","Anthony",14,56,104.92
8769,2,"At Witts End","Paul",13,52,101.68
8769,3,"MakingTheirMarcus","James",11,44,101.78
8769,4,"Ariana Grundy","Lester",11,44,100.52
8769,5,"The Big Short","Luke",10,40,103.45
8769,6,"Pink Lloyd","Jordan",10,40,98.65
8769,7,"The West Wingard","Simon",8,32,94.41
8769,8,"Surviving J.Kelly","Mark",7,28,94.92
8770,1,"La MacRaena","Anthony",15,60,106.04
8770,2,"At Witts End","Paul",15,60,103.88
8770,3,"MakingTheirMarcus","James",11,44,100.68
8770,4,"Ariana Grundy","Lester",11,44,100.14
8770,5,"The Big Short","Luke",9,36,102.14
8770,6,"Pink Lloyd","Jordan",9,36,98.31
8770,7,"Surviving J.Kelly","Mark",7,28,96.05
8770,8,"The West Wingard","Simon",7,28,93.11
8771,1,"La MacRaena","Anthony",13,52,105.39
8771,2,"MakingTheirMarcus","James",13,52,102.86
8771,3,"At Witts End","Paul",13,52,102.1
8771,4,"The Big Short","Luke",10,40,102.9
8771,5,"Pink Lloyd","Jordan",10,40,98.73
8771,6,"Ariana Grundy","Lester",9,36,99.11
8771,7,"Surviving J.Kelly","Mark",8,32,95.64
8771,8,"The West Wingard","Simon",8,32,93.64
8772,1,"La MacRaena","Anthony",14,56,105.97
8772,2,"At Witts End","Paul",13,52,101.98
8772,3,"MakingTheirMarcus","James",12,48,102.31
8772,4,"Ariana Grundy","Lester",11,44,100.06
8772,5,"Pink Lloyd","Jordan",11,44,99.49
8772,6,"The Big Short","Luke",8,32,101.59
8772,7,"The West Wingard","Simon",8,32,93.72
8772,8,"Surviving J.Kelly","Mark",7,28,95.28
8773,1,"La MacRaena","Anthony",15,60,106.47
8773,2,"MakingTheirMarcus","James",13,52,102.74
8773,3,"At Witts End","Paul",13,52,102.57
8773,4,"Ariana Grundy","Lester",11,44,99.64
8773,5,"The Big Short","Luke",9,36,102.59
8773,6,"Pink Lloyd","Jordan",8,32,97.78
8773,7,"Surviving J.Kelly","Mark",8,32,95.44
8773,8,"The West Wingard","Simon",7,28,93.26
8774,1,"La MacRaena","Anthony",14,58,105.76
8774,2,"At Witts End","Paul",14,56,101.98
8774,3,"MakingTheirMarcus","James",11,46,102.29
8774,4,"The Big Short","Luke",10,40,102.9
8774,5,"Ariana Grundy","Lester",10,40,99.04
8774,6,"Pink Lloyd","Jordan",8,32,97.7
8774,7,"Surviving J.Kelly","Mark",8,32,96.4
8774,8,"The West Wingard","Simon",8,32,94.22
8775,1,"La MacRaena","Anthony",15,60,106.19
8775,2,"At Witts End","Paul",14,56,101.67
8775,3,"MakingTheirMarcus","James",12,48,102.75
8775,4,"Ariana Grundy","Lester",10,40,99.91
8775,5,"The Big Short","Luke",9,36,102.44
8775,6,"Pink Lloyd","Jordan",9,36,97.78
8775,7,"The West Wingard","Simon",8,32,94.25
8775,8,"Surviving J.Kelly","Mark",7,28,95.4
8776,1,"La MacRaena","Anthony",14,56,105.61
8776,2,"At Witts End","Paul",13,52,102.1
8776,3,"Ariana Grundy","Lester",12,48,100.28
8776,4,"MakingTheirMarcus","James",11,44,101.42
8776,5,"The Big Short","Luke",10,40,103.66
8776,6,"Pink Lloyd","Jordan",9,36,98.56
8776,7,"The West Wingard","Simon",8,32,93.79
8776,8,"Surviving J.Kelly","Mark",7,28,94.98
8777,1,"La MacRaena","Anthony",16,64,106.72
8777,2,"MakingTheirMarcus","James",12,48,102.34
8777,3,"At Witts End","Paul",12,48,101.92
8777,4,"The Big Short","Luke",10,40,102.61
8777,5,"Pink Lloyd","Jordan",10,40,100.24
8777,6,"Ariana Grundy","Lester",10,40,98.72
8777,7,"Surviving J.Kelly","Mark",7,28,95.05
8777,8,"The West Wingard","Simon",7,28,92.98
8778,1,"La MacRaena","Anthony",15,60,106.2
8778,2,"At Witts End","Paul",14,56,102.56
8778,3,"MakingTheirMarcus","James",12,48,102.07
8778,4,"Ariana Grundy","Lester",11,44,99.21
8778,5,"The Big Short","Luke",9,36,102.86
8778,6,"Pink Lloyd","Jordan",9,36,98.82
8778,7,"Surviving J.Kelly","Mark",7,28,95.16
8778,8,"The West Wingard","Simon",7,28,93.59
8779,1,"La MacRaena","Anthony",14,56,105.59
8779,2,"At Witts End","Paul",14,56,103
8779,3,"MakingTheirMarcus","James",12,48,102.53
8779,4,"The Big Short","Luke",11,44,103.81
8779,5,"Ariana Grundy","Lester",9,36,98.62
8779,6,"Pink Lloyd","Jordan",9,36,98.16
8779,7,"Surviving J.Kelly","Mark",8,32,96.23
8779,8,"The West Wingard","Simon",7,28,92.56
8780,1,"La MacRaena","Anthony",15,60,105.7
8780,2,"At Witts End","Paul",13,52,102.6
8780,3,"Ariana Grundy","Lester",12,48,100.95
8780,4,"MakingTheirMarcus","James",11,44,102.12
8780,5,"Pink Lloyd","Jordan",10,40,99.1
8780,6,"The Big Short","Luke",9,36,102.5
8780,7,"Surviving J.Kelly","Mark",7,28,95.09
8780,8,"The West Wingard","Simon",7,28,92.41
8781,1,"La MacRaena","Anthony",14,56,105.54
8781,2,"At Witts End","Paul",13,52,102.29
8781,3,"Ariana Grundy","Lester",11,44,99.68
8781,4,"The Big Short","Luke",10,40,102.91
8781,5,"MakingTheirMarcus","James",10,40,101.35
8781,6,"Pink Lloyd","Jordan",9,36,98.43
8781,7,"The West Wingard","Simon",9,36,94.37
8781,8,"Surviving J.Kelly","Mark",8,32,95.75
8782,1,"La MacRaena","Anthony",14,56,105.63
8782,2,"At Witts End","Paul",13,52,101.86
8782,3,"Pink Lloyd","Jordan",11,44,99.83
8782,4,"MakingTheirMarcus","James",10,40,101.01
8782,5,"Ariana Grundy","Lester",10,40,99.54
8782,6,"The Big Short","Luke",9,36,102.32
8782,7,"The West Wingard","Simon",9,36,94.4
8782,8,"Surviving J.Kelly","Mark",8,32,95.78
8783,1,"La MacRaena","Anthony",15,60,105.83
8783,2,"At Witts End","Paul",14,56,101.7
8783,3,"MakingTheirMarcus","James",11,44,101.87
8783,4,"Ariana Grundy","Lester",11,44,100.23
8783,5,"Pink Lloyd","Jordan",10,40,99.22
8783,6,"The Big Short","Luke",9,36,101.88
8783,7,"Surviving J.Kelly","Mark",7,28,95.69
8783,8,"The West Wingard","Simon",7,28,93.99
8784,1,"La MacRaena","Anthony",13,52,104.41
8784,2,"At Witts End","Paul",13,52,102.32
8784,3,"MakingTheirMarcus","James",12,48,102.62
8784,4,"The Big Short","Luke",11,44,103.88
8784,5,"Ariana Grundy","Lester",11,44,100.14
8784,6,"Pink Lloyd","Jordan",10,40,98.43
8784,7,"Surviving J.Kelly","Mark",7,28,95.49
8784,8,"The West Wingard","Simon",7,28,93.1
8785,1,"La MacRaena","Anthony",15,60,106.15
8785,2,"At Witts End","Paul",14,56,102.62
8785,3,"MakingTheirMarcus","James",12,48,102.42
8785,4,"The Big Short","Luke",10,40,102.58
8785,5,"Ariana Grundy","Lester",10,40,99.77
8785,6,"Pink Lloyd","Jordan",8,32,97.29
8785,7,"Surviving J.Kelly","Mark",8,32,96.04
8785,8,"The West Wingard","Simon",7,28,93.49
8786,1,"La MacRaena","Anthony",14,56,105.4
8786,2,"At Witts End","Paul",13,52,102.19
8786,3,"MakingTheirMarcus","James",12,48,101.78
8786,4,"Pink Lloyd","Jordan",10,40,98.98
8786,5,"The Big Short","Luke",9,36,102.44
8786,6,"Ariana Grundy","Lester",9,36,98.88
8786,7,"The West Wingard","Simon",9,36,94.93
8786,8,"Surviving J.Kelly","Mark",8,32,95.73
8787,1,"La MacRaena","Anthony",14,56,104.76
8787,2,"At Witts End","Paul",14,56,102.63
8787,3,"MakingTheirMarcus","James",12,48,102.83
8787,4,"Ariana Grundy","Lester",12,48,100.58
8787,5,"The Big Short","Luke",9,36,102.88
8787,6,"Pink Lloyd","Jordan",9,36,98.64
8787,7,"Surviving J.Kelly","Mark",8,32,95.74
8787,8,"The West Wingard","Simon",6,24,92.26
8788,1,"La MacRaena","Anthony",14,56,106.45
8788,2,"At Witts End","Paul",13,52,102.44
8788,3,"MakingTheirMarcus","James",12,48,102.64
8788,4,"Ariana Grundy","Lester",10,40,99.62
8788,5,"Pink Lloyd","Jordan",10,40,98.61
8788,6,"Surviving J.Kelly","Mark",9,36,95.83
8788,7,"The Big Short","Luke",8,32,101.68
8788,8,"The West Wingard","Simon",8,32,93.19
8789,1,"La MacRaena","Anthony",15,60,105.34
8789,2,"At Witts End","Paul",14,56,102.32
8789,3,"MakingTheirMarcus","James",12,48,102.37
8789,4,"Ariana Grundy","Lester",11,44,100.29
8789,5,"The Big Short","Luke",10,40,102.91
8789,6,"Pink Lloyd","Jordan",8,32,97.8
8789,7,"Surviving J.Kelly","Mark",7,28,95.18
8789,8,"The West Wingard","Simon",7,28,94.18
8790,1,"La MacRaena","Anthony",15,60,106.33
8790,2,"At Witts End","Paul",13,52,101.63
8790,3,"MakingTheirMarcus","James",11,44,101.71
8790,4,"Ariana Grundy","Lester",11,44,100.05
8790,5,"The Big Short","Luke",9,36,102.46
8790,6,"Surviving J.Kelly","Mark",9,36,96.39
8790,7,"Pink Lloyd","Jordan",8,32,97.69
8790,8,"The West Wingard","Simon",8,32,94.07
8791,1,"La MacRaena","Anthony",15,60,106.35
8791,2,"At Witts End","Paul",13,52,102.72
8791,3,"MakingTheirMarcus","James",11,44,100.97
8791,4,"Ariana Grundy","Lester",11,44,99.68
8791,5,"The Big Short","Luke",10,40,103.53
8791,6,"Pink Lloyd","Jordan",9,36,97.87
8791,7,"Surviving J.Kelly","Mark",8,32,95.98
8791,8,"The West Wingard","Simon",7,28,93.34
8792,1,"La MacRaena","Anthony",14,56,105.85
8792,2,"At Witts End","Paul",13,52,101.68
8792,3,"MakingTheirMarcus","James",12,48,102.21
8792,4,"Ariana Grundy","Lester",11,44,100.41
8792,5,"The Big Short","Luke",10,40,103.3
8792,6,"Surviving J.Kelly","Mark",9,36,95.98
8792,7,"Pink Lloyd","Jordan",8,32,98.02
8792,8,"The West Wingard","Simon",7,28,92.97
8793,1,"La MacRaena","Anthony",16,64,106.56
8793,2,"MakingTheirMarcus","James",12,48,102.79
8793,3,"At Witts End","Paul",12,48,101.68
8793,4,"Ariana Grundy","Lester",11,44,100
8793,5,"Pink Lloyd","Jordan",10,40,98.81
8793,6,"The Big Short","Luke",9,36,101.99
8793,7,"Surviving J.Kelly","Mark",7,28,95.51
8793,8,"The West Wingard","Simon",7,28,93.11
8794,1,"La MacRaena","Anthony",14,56,105.84
8794,2,"At Witts End","Paul",13,52,101.97
8794,3,"MakingTheirMarcus","James",12,48,102.36
8794,4,"Pink Lloyd","Jordan",11,44,99.24
8794,5,"Ariana Grundy","Lester",10,40,99.62
8794,6,"The Big Short","Luke",9,36,102.59
8794,7,"The West Wingard","Simon",8,32,93.56
8794,8,"Surviving J.Kelly","Mark",7,28,95.23
8795,1,"La MacRaena","Anthony",14,56,104.98
8795,2,"At Witts End","Paul",14,56,102.37
8795,3,"MakingTheirMarcus","James",11,44,101.54
8795,4,"Ariana Grundy","Lester",11,44,99.94
8795,5,"The Big Short","Luke",10,40,103.46
8795,6,"Pink Lloyd","Jordan",10,40,98.88
8795,7,"Surviving J.Kelly","Mark",7,28,95.8
8795,8,"The West Wingard","Simon",7,28,93.41
8796,1,"La MacRaena","Anthony",14,56,104.9
8796,2,"At Witts End","Paul",14,56,102.11
8796,3,"The Big Short","Luke",11,44,104.73
8796,4,"MakingTheirMarcus","James",10,40,101.49
8796,5,"Pink Lloyd","Jordan",10,40,98.67
8796,6,"Ariana Grundy","Lester",9,36,99.04
8796,7,"Surviving J.Kelly","Mark",8,32,95.61
8796,8,"The West Wingard","Simon",8,32,93.87
8797,1,"La MacRaena","Anthony",15,60,106.14
8797,2,"At Witts End","Paul",13,52,100.99
8797,3,"MakingTheirMarcus","James",12,48,102.63
8797,4,"Ariana Grundy","Lester",11,44,100.06
8797,5,"The Big Short","Luke",9,36,102.05
8797,6,"Surviving J.Kelly","Mark",9,36,96.76
8797,7,"Pink Lloyd","Jordan",8,32,97.52
8797,8,"The West Wingard","Simon",7,28,94.15
8798,1,"La MacRaena","Anthony",15,60,106.37
8798,2,"At Witts End","Paul",13,52,101.62
8798,3,"MakingTheirMarcus","James",12,48,103.1
8798,4,"Ariana Grundy","Lester",11,44,99.88
8798,5,"The Big Short","Luke",9,36,102.22
8798,6,"Pink Lloyd","Jordan",9,36,98.23
8798,7,"Surviving J.Kelly","Mark",8,32,95.62
8798,8,"The West Wingard","Simon",7,28,93.42
8799,1,"La MacRaena","Anthony",16,64,106.82
8799,2,"MakingTheirMarcus","James",12,48,102.41
8799,3,"At Witts End","Paul",12,48,101.27
8799,4,"Ariana Grundy","Lester",11,44,99.69
8799,5,"The Big Short","Luke",10,40,102.56
8799,6,"Pink Lloyd","Jordan",10,40,99.38
8799,7,"The West Wingard","Simon",7,28,93.22
8799,8,"Surviving J.Kelly","Mark",6,24,95.14
8800,1,"La MacRaena","Anthony",15,60,105.81
8800,2,"At Witts End","Paul",14,56,102.75
8800,3,"MakingTheirMarcus","James",12,48,102.94
8800,4,"Ariana Grundy","Lester",12,48,100.83
8800,5,"The Big Short","Luke",10,40,102.4
8800,6,"Pink Lloyd","Jordan",8,32,97.79
8800,7,"Surviving J.Kelly","Mark",7,28,95.08
8800,8,"The West Wingard","Simon",6,24,92.89
8801,1,"La MacRaena","Anthony",15,60,105.62
8801,2,"At Witts End","Paul",14,56,103.05
8801,3,"MakingTheirMarcus","James",11,44,102.27
8801,4,"Ariana Grundy","Lester",10,40,98.82
8801,5,"The Big Short","Luke",9,36,102.75
8801,6,"Pink Lloyd","Jordan",9,36,98.5
8801,7,"Surviving J.Kelly","Mark",8,32,96.51
8801,8,"The West Wingard","Simon",8,32,92.88
8802,1,"La MacRaena","Anthony",15,60,106.91
8802,2,"MakingTheirMarcus","James",13,52,102.91
8802,3,"At Witts End","Paul",13,52,102.31
8802,4,"Ariana Grundy","Lester",11,44,99.65
8802,5,"The Big Short","Luke",9,36,102.35
8802,6,"Pink Lloyd","Jordan",9,36,98
8802,7,"The West Wingard","Simon",8,32,93.3
8802,8,"Surviving J.Kelly","Mark",6,24,95.08
8803,1,"La MacRaena","Anthony",15,60,106.48
8803,2,"At Witts End","Paul",15,60,102.84
8803,3,"The Big Short","Luke",10,40,103.71
8803,4,"MakingTheirMarcus","James",10,40,101.52
8803,5,"Ariana Grundy","Lester",10,40,100.36
8803,6,"Pink Lloyd","Jordan",9,36,96.53
8803,7,"Surviving J.Kelly","Mark",8,32,95.87
8803,8,"The West Wingard","Simon",7,28,93.06
8804,1,"La MacRaena","Anthony",14,56,105.51
8804,2,"MakingTheirMarcus","James",13,52,103.13
8804,3,"At Witts End","Paul",13,52,102.44
8804,4,"Ariana Grundy","Lester",12,48,100.6
8804,5,"Pink Lloyd","Jordan",10,40,98.58
8804,6,"The Big Short","Luke",8,32,102.54
8804,7,"Surviving J.Kelly","Mark",7,28,94.88
8804,8,"The West Wingard","Simon",7,28,92.78
8805,1,"At Witts End","Paul",15,60,103.13
8805,2,"La MacRaena","Anthony",14,56,105.7
8805,3,"MakingTheirMarcus","James",12,48,101.99
8805,4,"Ariana Grundy","Lester",10,40,99.83
8805,5,"The Big Short","Luke",9,36,103.18
8805,6,"Surviving J.Kelly","Mark",9,36,96.12
8805,7,"Pink Lloyd","Jordan",8,32,97.13
8805,8,"The West Wingard","Simon",7,28,93.33
8806,1,"La MacRaena","Anthony",15,60,105.85
8806,2,"At Witts End","Paul",13,52,102.64
8806,3,"MakingTheirMarcus","James",12,48,103.11
8806,4,"Ariana Grundy","Lester",11,44,99.54
8806,5,"The Big Short","Luke",10,40,103
8806,6,"Pink Lloyd","Jordan",9,36,97.8
8806,7,"Surviving J.Kelly","Mark",7,28,96.02
8806,8,"The West Wingard","Simon",7,28,92.52
8807,1,"La MacRaena","Anthony",16,64,106.85
8807,2,"At Witts End","Paul",13,52,102.51
8807,3,"MakingTheirMarcus","James",12,48,102.14
8807,4,"Ariana Grundy","Lester",11,44,100.43
8807,5,"Surviving J.Kelly","Mark",9,36,96.01
8807,6,"The Big Short","Luke",8,32,102.28
8807,7,"Pink Lloyd","Jordan",8,32,97.2
8807,8,"The West Wingard","Simon",7,28,93.04
8808,1,"La MacRaena","Anthony",14,56,105.26
8808,2,"At Witts End","Paul",13,52,101.93
8808,3,"Ariana Grundy","Lester",12,48,100.1
8808,4,"MakingTheirMarcus","James",11,44,102.13
8808,5,"The Big Short","Luke",10,40,103.16
8808,6,"Pink Lloyd","Jordan",9,36,98.44
8808,7,"The West Wingard","Simon",8,32,93.9
8808,8,"Surviving J.Kelly","Mark",7,28,95.45
8809,1,"La MacRaena","Anthony",15,60,105.91
8809,2,"At Witts End","Paul",13,52,102.18
8809,3,"MakingTheirMarcus","James",12,48,102.2
8809,4,"The Big Short","Luke",10,40,104.07
8809,5,"Ariana Grundy","Lester",10,40,98.97
8809,6,"Pink Lloyd","Jordan",9,36,99.16
8809,7,"The West Wingard","Simon",8,32,93.38
8809,8,"Surviving J.Kelly","Mark",7,28,94.67
8810,1,"La MacRaena","Anthony",15,60,106.78
8810,2,"At Witts End","Paul",13,52,101.7
8810,3,"MakingTheirMarcus","James",12,48,101.77
8810,4,"Ariana Grundy","Lester",10,40,99.84
8810,5,"Pink Lloyd","Jordan",9,36,97.96
8810,6,"Surviving J.Kelly","Mark",9,36,96.1
8810,7,"The Big Short","Luke",8,32,101.94
8810,8,"The West Wingard","Simon",8,32,94.3
8811,1,"La MacRaena","Anthony",15,60,106.06
8811,2,"At Witts End","Paul",14,56,101.66
8811,3,"The Big Short","Luke",11,44,103.53
8811,4,"MakingTheirMarcus","James",11,44,101.57
8811,5,"Ariana Grundy","Lester",10,40,99.58
8811,6,"Pink Lloyd","Jordan",9,36,98.95
8811,7,"Surviving J.Kelly","Mark",8,32,95.8
8811,8,"The West Wingard","Simon",6,24,93.27
8812,1,"At Witts End","Paul",14,56,102.27
8812,2,"La MacRaena","Anthony",13,52,104.58
8812,3,"MakingTheirMarcus","James",11,44,101.7
8812,4,"The Big Short","Luke",10,40,103.27
8812,5,"Ariana Grundy","Lester",10,40,98.82
8812,6,"Pink Lloyd","Jordan",9,36,98.48
8812,7,"The West Wingard","Simon",9,36,95.26
8812,8,"Surviving J.Kelly","Mark",8,32,95.94
8813,1,"La MacRaena","Anthony",15,60,105.54
8813,2,"At Witts End","Paul",14,56,102.61
8813,3,"MakingTheirMarcus","James",13,52,103.01
8813,4,"The Big Short","Luke",10,40,103.23
8813,5,"Ariana Grundy","Lester",9,36,98.98
8813,6,"Pink Lloyd","Jordan",9,36,98.48
8813,7,"Surviving J.Kelly","Mark",8,32,95.94
8813,8,"The West Wingard","Simon",6,24,92.64
8814,1,"La MacRaena","Anthony",15,60,105.37
